Placement plan ready. cells=120 depth_bands=12 lateral_bins=10 usable_depth_m=[1,6] total_samples=100000.
Acceptance-weighted cell quotas ready. feasible_cells=120, acceptance_rate[min/avg/max]=0.008/0.7912/1, quota[min/max]=15/1052, total=100000.
Batch complete: +200 images (total 200/100000) | batch_time_s=9.20 total_time_s=9.20 | managed_mb=4.6 working_set_mb=386.6
Batch complete: +200 images (total 6600/100000) | batch_time_s=9.26 total_time_s=297.67 | managed_mb=5.2 working_set_mb=397.4
Batch complete: +200 images (total 6800/100000) | batch_time_s=9.21 total_time_s=306.88 | managed_mb=3.9 working_set_mb=397.8
Batch complete: +200 images (total 7000/100000) | batch_time_s=9.32 total_time_s=316.20 | managed_mb=3.7 working_set_mb=397.6
Batch complete: +200 images (total 7200/100000) | batch_time_s=9.32 total_time_s=325.52 | managed_mb=4.8 working_set_mb=397.6
Batch complete: +200 images (total 7400/100000) | batch_time_s=9.38 total_time_s=334.90 | managed_mb=4.1 working_set_mb=397.5
Batch complete: +200 images (total 7600/100000) | batch_time_s=9.37 total_time_s=344.26 | managed_mb=4.1 working_set_mb=397.6
Batch complete: +200 images (total 7800/100000) | batch_time_s=9.33 total_time_s=353.59 | managed_mb=4.5 working_set_mb=397.6
Batch complete: +200 images (total 8000/100000) | batch_time_s=9.36 total_time_s=362.95 | managed_mb=4.0 working_set_mb=397.2
Batch complete: +200 images (total 8200/100000) | batch_time_s=9.12 total_time_s=372.07 | managed_mb=4.3 working_set_mb=396.8
Batch complete: +200 images (total 8400/100000) | batch_time_s=8.70 total_time_s=380.77 | managed_mb=4.0 working_set_mb=396.8
Batch complete: +200 images (total 8600/100000) | batch_time_s=8.62 total_time_s=389.39 | managed_mb=3.5 working_set_mb=396.7
Batch complete: +200 images (total 8800/100000) | batch_time_s=8.62 total_time_s=398.01 | managed_mb=4.3 working_set_mb=396.7
Batch complete: +200 images (total 9000/100000) | batch_time_s=8.64 total_time_s=406.65 | managed_mb=4.0 working_set_mb=396.9
Batch complete: +200 images (total 9200/100000) | batch_time_s=8.63 total_time_s=415.28 | managed_mb=4.5 working_set_mb=397.1
Batch complete: +200 images (total 9400/100000) | batch_time_s=8.70 total_time_s=423.98 | managed_mb=4.2 working_set_mb=397.4
Batch complete: +200 images (total 9600/100000) | batch_time_s=8.69 total_time_s=432.67 | managed_mb=4.2 working_set_mb=397.4
Batch complete: +200 images (total 9800/100000) | batch_time_s=8.75 total_time_s=441.42 | managed_mb=3.9 working_set_mb=396.9
Batch complete: +200 images (total 10000/100000) | batch_time_s=8.65 total_time_s=450.08 | managed_mb=4.6 working_set_mb=396.9
Batch complete: +200 images (total 10200/100000) | batch_time_s=8.69 total_time_s=458.76 | managed_mb=4.4 working_set_mb=396.9
Batch complete: +200 images (total 10400/100000) | batch_time_s=8.76 total_time_s=467.52 | managed_mb=4.9 working_set_mb=396.9
Batch complete: +200 images (total 10600/100000) | batch_time_s=8.74 total_time_s=476.26 | managed_mb=4.2 working_set_mb=397.0
Batch complete: +200 images (total 10800/100000) | batch_time_s=8.78 total_time_s=485.04 | managed_mb=3.9 working_set_mb=396.9
Batch complete: +200 images (total 11000/100000) | batch_time_s=8.71 total_time_s=493.74 | managed_mb=4.3 working_set_mb=397.6
Batch complete: +200 images (total 11200/100000) | batch_time_s=8.77 total_time_s=502.52 | managed_mb=4.2 working_set_mb=396.6
Batch complete: +200 images (total 11400/100000) | batch_time_s=8.79 total_time_s=511.30 | managed_mb=4.6 working_set_mb=396.9
Batch complete: +200 images (total 11600/100000) | batch_time_s=8.79 total_time_s=520.10 | managed_mb=4.5 working_set_mb=396.9
Batch complete: +200 images (total 11800/100000) | batch_time_s=8.83 total_time_s=528.93 | managed_mb=3.7 working_set_mb=397.3
Batch complete: +200 images (total 12000/100000) | batch_time_s=8.85 total_time_s=537.78 | managed_mb=4.2 working_set_mb=396.7
Batch complete: +200 images (total 12200/100000) | batch_time_s=8.81 total_time_s=546.58 | managed_mb=4.1 working_set_mb=397.4
Batch complete: +200 images (total 12400/100000) | batch_time_s=8.81 total_time_s=555.39 | managed_mb=4.7 working_set_mb=397.0
Batch complete: +200 images (total 12600/100000) | batch_time_s=8.89 total_time_s=564.28 | managed_mb=4.3 working_set_mb=397.1
Batch complete: +200 images (total 12800/100000) | batch_time_s=8.87 total_time_s=573.15 | managed_mb=4.4 working_set_mb=397.7
Batch complete: +200 images (total 13000/100000) | batch_time_s=8.92 total_time_s=582.08 | managed_mb=4.4 working_set_mb=397.1
Batch complete: +200 images (total 13200/100000) | batch_time_s=8.87 total_time_s=590.95 | managed_mb=4.2 working_set_mb=397.1
Batch complete: +200 images (total 13400/100000) | batch_time_s=8.88 total_time_s=599.84 | managed_mb=4.5 working_set_mb=397.1
Batch complete: +200 images (total 13600/100000) | batch_time_s=8.91 total_time_s=608.75 | managed_mb=4.3 working_set_mb=397.1
Batch complete: +200 images (total 13800/100000) | batch_time_s=8.95 total_time_s=617.70 | managed_mb=4.5 working_set_mb=397.3
Batch complete: +200 images (total 14000/100000) | batch_time_s=8.99 total_time_s=626.69 | managed_mb=4.6 working_set_mb=397.6
Batch complete: +200 images (total 14200/100000) | batch_time_s=8.94 total_time_s=635.63 | managed_mb=4.7 working_set_mb=397.4
Batch complete: +200 images (total 14400/100000) | batch_time_s=8.92 total_time_s=644.55 | managed_mb=4.8 working_set_mb=396.9
Batch complete: +200 images (total 14600/100000) | batch_time_s=8.97 total_time_s=653.52 | managed_mb=4.3 working_set_mb=397.1
Batch complete: +200 images (total 14800/100000) | batch_time_s=9.05 total_time_s=662.58 | managed_mb=4.8 working_set_mb=397.5
Batch complete: +200 images (total 15000/100000) | batch_time_s=9.03 total_time_s=671.61 | managed_mb=4.4 working_set_mb=396.7
Batch complete: +200 images (total 15200/100000) | batch_time_s=9.06 total_time_s=680.67 | managed_mb=4.4 working_set_mb=396.8
Batch complete: +200 images (total 15400/100000) | batch_time_s=9.09 total_time_s=689.76 | managed_mb=5.0 working_set_mb=396.7
Batch complete: +200 images (total 15600/100000) | batch_time_s=9.09 total_time_s=698.85 | managed_mb=3.9 working_set_mb=396.9
Batch complete: +200 images (total 15800/100000) | batch_time_s=9.15 total_time_s=708.00 | managed_mb=4.8 working_set_mb=396.7
Batch complete: +200 images (total 16000/100000) | batch_time_s=9.16 total_time_s=717.15 | managed_mb=4.3 working_set_mb=397.1
Batch complete: +200 images (total 16200/100000) | batch_time_s=9.10 total_time_s=726.25 | managed_mb=4.2 working_set_mb=397.3
Batch complete: +200 images (total 16400/100000) | batch_time_s=9.16 total_time_s=735.42 | managed_mb=4.2 working_set_mb=397.3
Batch complete: +200 images (total 16600/100000) | batch_time_s=9.22 total_time_s=744.64 | managed_mb=4.7 working_set_mb=397.1
Batch complete: +200 images (total 16800/100000) | batch_time_s=8.65 total_time_s=753.29 | managed_mb=4.0 working_set_mb=397.4
Batch complete: +200 images (total 17000/100000) | batch_time_s=8.62 total_time_s=761.91 | managed_mb=4.7 working_set_mb=397.1
Batch complete: +200 images (total 17200/100000) | batch_time_s=8.58 total_time_s=770.49 | managed_mb=4.4 working_set_mb=397.9
Batch complete: +200 images (total 17400/100000) | batch_time_s=8.64 total_time_s=779.14 | managed_mb=4.3 working_set_mb=397.4
Batch complete: +200 images (total 17600/100000) | batch_time_s=8.66 total_time_s=787.79 | managed_mb=4.3 working_set_mb=398.2
Batch complete: +200 images (total 17800/100000) | batch_time_s=8.66 total_time_s=796.45 | managed_mb=4.3 working_set_mb=397.4
Batch complete: +200 images (total 18000/100000) | batch_time_s=8.69 total_time_s=805.14 | managed_mb=4.1 working_set_mb=397.7
Batch complete: +200 images (total 18200/100000) | batch_time_s=8.65 total_time_s=813.79 | managed_mb=4.6 working_set_mb=397.3
Batch complete: +200 images (total 18400/100000) | batch_time_s=8.69 total_time_s=822.49 | managed_mb=4.4 working_set_mb=397.5
Batch complete: +200 images (total 18600/100000) | batch_time_s=8.76 total_time_s=831.25 | managed_mb=4.1 working_set_mb=398.1
Batch complete: +200 images (total 18800/100000) | batch_time_s=8.69 total_time_s=839.93 | managed_mb=4.4 working_set_mb=397.6
Batch complete: +200 images (total 19000/100000) | batch_time_s=8.76 total_time_s=848.69 | managed_mb=4.9 working_set_mb=397.5
Batch complete: +200 images (total 19200/100000) | batch_time_s=8.75 total_time_s=857.43 | managed_mb=4.7 working_set_mb=397.7
Batch complete: +200 images (total 19400/100000) | batch_time_s=8.77 total_time_s=866.21 | managed_mb=4.1 working_set_mb=397.4
Batch complete: +200 images (total 19600/100000) | batch_time_s=8.76 total_time_s=874.97 | managed_mb=4.3 working_set_mb=397.6
Batch complete: +200 images (total 19800/100000) | batch_time_s=8.74 total_time_s=883.71 | managed_mb=4.7 working_set_mb=397.2
Batch complete: +200 images (total 20000/100000) | batch_time_s=8.75 total_time_s=892.47 | managed_mb=4.1 working_set_mb=397.8
Batch complete: +200 images (total 20200/100000) | batch_time_s=8.73 total_time_s=901.20 | managed_mb=4.7 working_set_mb=397.7
Batch complete: +200 images (total 20400/100000) | batch_time_s=8.75 total_time_s=909.94 | managed_mb=4.8 working_set_mb=397.4
Batch complete: +200 images (total 20600/100000) | batch_time_s=8.74 total_time_s=918.68 | managed_mb=4.1 working_set_mb=397.5
Batch complete: +200 images (total 20800/100000) | batch_time_s=8.77 total_time_s=927.45 | managed_mb=4.3 working_set_mb=397.5
Batch complete: +200 images (total 21000/100000) | batch_time_s=8.74 total_time_s=936.19 | managed_mb=4.6 working_set_mb=397.0
Batch complete: +200 images (total 21200/100000) | batch_time_s=8.79 total_time_s=944.98 | managed_mb=4.2 working_set_mb=397.7
Batch complete: +200 images (total 21400/100000) | batch_time_s=8.85 total_time_s=953.83 | managed_mb=4.6 working_set_mb=397.6
Batch complete: +200 images (total 21600/100000) | batch_time_s=8.83 total_time_s=962.65 | managed_mb=4.8 working_set_mb=397.2
Batch complete: +200 images (total 21800/100000) | batch_time_s=8.75 total_time_s=971.40 | managed_mb=4.4 working_set_mb=398.1
Batch complete: +200 images (total 22000/100000) | batch_time_s=8.82 total_time_s=980.22 | managed_mb=4.3 working_set_mb=397.9
Batch complete: +200 images (total 22200/100000) | batch_time_s=8.84 total_time_s=989.06 | managed_mb=4.2 working_set_mb=398.0
Batch complete: +200 images (total 22400/100000) | batch_time_s=8.89 total_time_s=997.95 | managed_mb=3.8 working_set_mb=398.1
Batch complete: +200 images (total 22600/100000) | batch_time_s=8.93 total_time_s=1006.88 | managed_mb=4.9 working_set_mb=397.2
Batch complete: +200 images (total 22800/100000) | batch_time_s=8.87 total_time_s=1015.76 | managed_mb=3.6 working_set_mb=397.5
Batch complete: +200 images (total 23000/100000) | batch_time_s=8.85 total_time_s=1024.61 | managed_mb=4.5 working_set_mb=397.2
Batch complete: +200 images (total 23200/100000) | batch_time_s=8.92 total_time_s=1033.53 | managed_mb=3.9 working_set_mb=397.4
Batch complete: +200 images (total 23400/100000) | batch_time_s=8.89 total_time_s=1042.42 | managed_mb=4.7 working_set_mb=397.3
Batch complete: +200 images (total 23600/100000) | batch_time_s=8.91 total_time_s=1051.32 | managed_mb=4.3 working_set_mb=397.6
Batch complete: +200 images (total 23800/100000) | batch_time_s=8.93 total_time_s=1060.26 | managed_mb=4.0 working_set_mb=397.8
Batch complete: +200 images (total 24000/100000) | batch_time_s=8.97 total_time_s=1069.23 | managed_mb=4.6 working_set_mb=397.6
Batch complete: +200 images (total 24200/100000) | batch_time_s=8.99 total_time_s=1078.23 | managed_mb=4.2 working_set_mb=397.6
Batch complete: +200 images (total 24400/100000) | batch_time_s=9.03 total_time_s=1087.25 | managed_mb=4.7 working_set_mb=397.8
Batch complete: +200 images (total 24600/100000) | batch_time_s=8.93 total_time_s=1096.18 | managed_mb=3.6 working_set_mb=397.8
Batch complete: +200 images (total 24800/100000) | batch_time_s=8.96 total_time_s=1105.14 | managed_mb=3.8 working_set_mb=397.3
Batch complete: +200 images (total 25000/100000) | batch_time_s=8.96 total_time_s=1114.10 | managed_mb=4.5 working_set_mb=397.5
Batch complete: +200 images (total 25200/100000) | batch_time_s=8.96 total_time_s=1123.06 | managed_mb=4.0 working_set_mb=398.0
Batch complete: +200 images (total 25400/100000) | batch_time_s=9.03 total_time_s=1132.09 | managed_mb=3.6 working_set_mb=397.6
Batch complete: +200 images (total 25600/100000) | batch_time_s=8.59 total_time_s=1140.68 | managed_mb=4.1 working_set_mb=397.6
Batch complete: +200 images (total 25800/100000) | batch_time_s=8.65 total_time_s=1149.33 | managed_mb=4.5 working_set_mb=398.2
Batch complete: +200 images (total 26000/100000) | batch_time_s=8.63 total_time_s=1157.96 | managed_mb=4.2 working_set_mb=397.6
Batch complete: +200 images (total 26200/100000) | batch_time_s=8.61 total_time_s=1166.57 | managed_mb=4.3 working_set_mb=397.6
Batch complete: +200 images (total 26400/100000) | batch_time_s=8.66 total_time_s=1175.23 | managed_mb=4.1 working_set_mb=397.6
Batch complete: +200 images (total 26600/100000) | batch_time_s=8.68 total_time_s=1183.90 | managed_mb=4.6 working_set_mb=397.8
Batch complete: +200 images (total 26800/100000) | batch_time_s=8.61 total_time_s=1192.52 | managed_mb=4.7 working_set_mb=397.3
Batch complete: +200 images (total 27000/100000) | batch_time_s=8.67 total_time_s=1201.19 | managed_mb=4.5 working_set_mb=397.2
Batch complete: +200 images (total 27200/100000) | batch_time_s=8.70 total_time_s=1209.88 | managed_mb=5.0 working_set_mb=397.5
Batch complete: +200 images (total 27400/100000) | batch_time_s=8.70 total_time_s=1218.59 | managed_mb=3.9 working_set_mb=397.8
Batch complete: +200 images (total 27600/100000) | batch_time_s=8.68 total_time_s=1227.27 | managed_mb=4.2 working_set_mb=397.8
Batch complete: +200 images (total 27800/100000) | batch_time_s=8.66 total_time_s=1235.93 | managed_mb=4.4 working_set_mb=398.3
Batch complete: +200 images (total 28000/100000) | batch_time_s=8.70 total_time_s=1244.63 | managed_mb=4.1 working_set_mb=397.7
Batch complete: +200 images (total 28200/100000) | batch_time_s=8.68 total_time_s=1253.31 | managed_mb=4.4 working_set_mb=397.8
Batch complete: +200 images (total 28400/100000) | batch_time_s=8.73 total_time_s=1262.04 | managed_mb=3.9 working_set_mb=397.8
Batch complete: +200 images (total 28600/100000) | batch_time_s=8.75 total_time_s=1270.78 | managed_mb=4.1 working_set_mb=398.5
Batch complete: +200 images (total 28800/100000) | batch_time_s=8.70 total_time_s=1279.48 | managed_mb=4.6 working_set_mb=397.6
Batch complete: +200 images (total 29000/100000) | batch_time_s=8.69 total_time_s=1288.17 | managed_mb=4.1 working_set_mb=397.7
Batch complete: +200 images (total 29200/100000) | batch_time_s=8.70 total_time_s=1296.87 | managed_mb=4.1 working_set_mb=398.5
Batch complete: +200 images (total 29400/100000) | batch_time_s=8.78 total_time_s=1305.66 | managed_mb=4.3 working_set_mb=398.1
Batch complete: +200 images (total 29600/100000) | batch_time_s=8.73 total_time_s=1314.39 | managed_mb=4.5 working_set_mb=398.5
Batch complete: +200 images (total 29800/100000) | batch_time_s=8.77 total_time_s=1323.16 | managed_mb=4.7 working_set_mb=398.0
Batch complete: +200 images (total 30000/100000) | batch_time_s=8.77 total_time_s=1331.92 | managed_mb=4.4 working_set_mb=398.5
Batch complete: +200 images (total 30200/100000) | batch_time_s=8.76 total_time_s=1340.68 | managed_mb=4.6 working_set_mb=397.9
Batch complete: +200 images (total 30400/100000) | batch_time_s=8.77 total_time_s=1349.45 | managed_mb=4.9 working_set_mb=397.6
Batch complete: +200 images (total 30600/100000) | batch_time_s=8.80 total_time_s=1358.25 | managed_mb=4.3 working_set_mb=398.4
Batch complete: +200 images (total 30800/100000) | batch_time_s=8.75 total_time_s=1367.00 | managed_mb=4.5 working_set_mb=397.6
Batch complete: +200 images (total 31000/100000) | batch_time_s=8.76 total_time_s=1375.76 | managed_mb=4.1 working_set_mb=398.9
Batch complete: +200 images (total 31200/100000) | batch_time_s=8.82 total_time_s=1384.58 | managed_mb=4.2 working_set_mb=397.8
Batch complete: +200 images (total 31400/100000) | batch_time_s=8.84 total_time_s=1393.42 | managed_mb=4.5 working_set_mb=397.7
Batch complete: +200 images (total 31600/100000) | batch_time_s=8.80 total_time_s=1402.21 | managed_mb=4.0 working_set_mb=397.8
Batch complete: +200 images (total 31800/100000) | batch_time_s=8.81 total_time_s=1411.02 | managed_mb=4.2 working_set_mb=398.1
Batch complete: +200 images (total 32000/100000) | batch_time_s=8.88 total_time_s=1419.90 | managed_mb=4.6 working_set_mb=398.1
Batch complete: +200 images (total 32200/100000) | batch_time_s=8.91 total_time_s=1428.81 | managed_mb=4.9 working_set_mb=398.0
Batch complete: +200 images (total 32400/100000) | batch_time_s=8.89 total_time_s=1437.70 | managed_mb=4.7 working_set_mb=398.0
Batch complete: +200 images (total 32600/100000) | batch_time_s=8.81 total_time_s=1446.51 | managed_mb=4.4 working_set_mb=397.8
Batch complete: +200 images (total 32800/100000) | batch_time_s=8.85 total_time_s=1455.36 | managed_mb=3.9 working_set_mb=397.9
Batch complete: +200 images (total 33000/100000) | batch_time_s=8.87 total_time_s=1464.23 | managed_mb=3.7 working_set_mb=398.0
Batch complete: +200 images (total 33200/100000) | batch_time_s=8.88 total_time_s=1473.11 | managed_mb=4.2 working_set_mb=398.4
Batch complete: +200 images (total 33400/100000) | batch_time_s=8.86 total_time_s=1481.97 | managed_mb=4.2 working_set_mb=398.0
Batch complete: +200 images (total 33600/100000) | batch_time_s=8.83 total_time_s=1490.80 | managed_mb=3.8 working_set_mb=398.2
Batch complete: +200 images (total 33800/100000) | batch_time_s=8.85 total_time_s=1499.66 | managed_mb=4.2 working_set_mb=398.1
Batch complete: +200 images (total 34000/100000) | batch_time_s=8.91 total_time_s=1508.56 | managed_mb=4.1 working_set_mb=398.8
Batch complete: +200 images (total 34200/100000) | batch_time_s=8.89 total_time_s=1517.46 | managed_mb=4.4 working_set_mb=398.0
Batch complete: +200 images (total 34400/100000) | batch_time_s=8.92 total_time_s=1526.38 | managed_mb=3.9 working_set_mb=398.0
Batch complete: +200 images (total 34600/100000) | batch_time_s=8.54 total_time_s=1534.92 | managed_mb=4.8 working_set_mb=397.6
Batch complete: +200 images (total 34800/100000) | batch_time_s=8.60 total_time_s=1543.53 | managed_mb=4.0 working_set_mb=398.6
Batch complete: +200 images (total 35000/100000) | batch_time_s=8.57 total_time_s=1552.10 | managed_mb=3.9 working_set_mb=397.8
Batch complete: +200 images (total 35200/100000) | batch_time_s=8.57 total_time_s=1560.67 | managed_mb=5.0 working_set_mb=398.0
Batch complete: +200 images (total 35400/100000) | batch_time_s=8.63 total_time_s=1569.30 | managed_mb=4.9 working_set_mb=397.7
Batch complete: +200 images (total 35600/100000) | batch_time_s=8.62 total_time_s=1577.93 | managed_mb=4.9 working_set_mb=397.7
Batch complete: +200 images (total 35800/100000) | batch_time_s=8.61 total_time_s=1586.54 | managed_mb=4.1 working_set_mb=397.8
Batch complete: +200 images (total 36000/100000) | batch_time_s=8.61 total_time_s=1595.15 | managed_mb=4.5 working_set_mb=398.6
Batch complete: +200 images (total 36200/100000) | batch_time_s=8.70 total_time_s=1603.85 | managed_mb=3.9 working_set_mb=398.0
Batch complete: +200 images (total 36400/100000) | batch_time_s=8.68 total_time_s=1612.53 | managed_mb=4.6 working_set_mb=397.8
Batch complete: +200 images (total 36600/100000) | batch_time_s=8.63 total_time_s=1621.16 | managed_mb=4.6 working_set_mb=397.5
Batch complete: +200 images (total 36800/100000) | batch_time_s=8.59 total_time_s=1629.76 | managed_mb=4.4 working_set_mb=398.4
Batch complete: +200 images (total 37000/100000) | batch_time_s=8.66 total_time_s=1638.42 | managed_mb=4.2 working_set_mb=397.9
Batch complete: +200 images (total 37200/100000) | batch_time_s=8.69 total_time_s=1647.11 | managed_mb=3.5 working_set_mb=397.9
Batch complete: +200 images (total 37400/100000) | batch_time_s=8.76 total_time_s=1655.87 | managed_mb=4.9 working_set_mb=397.6
Batch complete: +200 images (total 37600/100000) | batch_time_s=8.71 total_time_s=1664.58 | managed_mb=4.3 working_set_mb=398.2
Batch complete: +200 images (total 37800/100000) | batch_time_s=8.68 total_time_s=1673.25 | managed_mb=3.8 working_set_mb=398.0
Batch complete: +200 images (total 38000/100000) | batch_time_s=8.67 total_time_s=1681.93 | managed_mb=5.1 working_set_mb=397.9
Batch complete: +200 images (total 38200/100000) | batch_time_s=8.74 total_time_s=1690.66 | managed_mb=4.6 working_set_mb=397.6
Batch complete: +200 images (total 38400/100000) | batch_time_s=8.77 total_time_s=1699.44 | managed_mb=4.4 working_set_mb=397.8
Batch complete: +200 images (total 38600/100000) | batch_time_s=8.78 total_time_s=1708.22 | managed_mb=4.1 working_set_mb=398.0
Batch complete: +200 images (total 38800/100000) | batch_time_s=8.72 total_time_s=1716.94 | managed_mb=4.5 working_set_mb=397.6
Batch complete: +200 images (total 39000/100000) | batch_time_s=8.70 total_time_s=1725.64 | managed_mb=3.9 working_set_mb=398.0
Batch complete: +200 images (total 39200/100000) | batch_time_s=8.76 total_time_s=1734.40 | managed_mb=3.9 working_set_mb=398.5
Batch complete: +200 images (total 39400/100000) | batch_time_s=8.76 total_time_s=1743.17 | managed_mb=4.3 working_set_mb=397.7
Batch complete: +200 images (total 39600/100000) | batch_time_s=8.76 total_time_s=1751.93 | managed_mb=4.2 working_set_mb=397.9
Batch complete: +200 images (total 39800/100000) | batch_time_s=8.75 total_time_s=1760.68 | managed_mb=4.9 working_set_mb=397.8
Batch complete: +200 images (total 40000/100000) | batch_time_s=8.77 total_time_s=1769.45 | managed_mb=4.2 working_set_mb=398.1
Batch complete: +200 images (total 40200/100000) | batch_time_s=8.80 total_time_s=1778.25 | managed_mb=4.0 working_set_mb=398.1
Batch complete: +200 images (total 40400/100000) | batch_time_s=8.80 total_time_s=1787.06 | managed_mb=4.0 working_set_mb=398.1
Batch complete: +200 images (total 40600/100000) | batch_time_s=8.78 total_time_s=1795.83 | managed_mb=3.5 working_set_mb=398.0
Batch complete: +200 images (total 40800/100000) | batch_time_s=8.76 total_time_s=1804.60 | managed_mb=4.6 working_set_mb=398.0
Batch complete: +200 images (total 41000/100000) | batch_time_s=8.78 total_time_s=1813.38 | managed_mb=4.0 working_set_mb=398.1
Batch complete: +200 images (total 41200/100000) | batch_time_s=8.84 total_time_s=1822.21 | managed_mb=4.4 working_set_mb=398.2
Batch complete: +200 images (total 41400/100000) | batch_time_s=8.84 total_time_s=1831.06 | managed_mb=4.6 working_set_mb=398.1
Batch complete: +200 images (total 41600/100000) | batch_time_s=8.82 total_time_s=1839.88 | managed_mb=4.4 working_set_mb=398.8
Batch complete: +200 images (total 41800/100000) | batch_time_s=8.83 total_time_s=1848.71 | managed_mb=4.1 working_set_mb=397.9
Batch complete: +200 images (total 42000/100000) | batch_time_s=8.78 total_time_s=1857.49 | managed_mb=4.8 working_set_mb=397.7
Batch complete: +200 images (total 42200/100000) | batch_time_s=8.81 total_time_s=1866.30 | managed_mb=4.5 working_set_mb=397.7
Batch complete: +200 images (total 42400/100000) | batch_time_s=8.78 total_time_s=1875.08 | managed_mb=4.5 working_set_mb=397.8
Batch complete: +200 images (total 42600/100000) | batch_time_s=8.77 total_time_s=1883.85 | managed_mb=4.4 working_set_mb=398.1
Batch complete: +200 images (total 42800/100000) | batch_time_s=8.79 total_time_s=1892.64 | managed_mb=4.0 working_set_mb=397.9
Batch complete: +200 images (total 43000/100000) | batch_time_s=8.84 total_time_s=1901.47 | managed_mb=4.8 working_set_mb=398.0
